kind,absolute_worktree,branch,head,upstream,ahead_behind,dirty_state,last_author,last_time,last_subject,persona_inference,mailbox_presence,result_report_files,merge_base_to_current_base,current_base_relevance
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rv-h2,fix/rv-h2,eb03628ae12dfc15e4db45521e4ee109cad691a4,UNCERTAIN,538/294 vs base,clean,MoonCaves,2026-08-25T21:05:36+08:00,"test(index): assert provenance row by full-path identity, not basename",fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rv-m1,fix/rv-m1,e4515eb62eccdaad3fe1a613fdae27db299be3e3,UNCERTAIN,538/295 vs base,clean,MoonCaves,2026-08-25T21:42:07+08:00,fix(index): rewrite legacy basename watermark under full-path identity on acceptance,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rv-m2,fix/rv-m2,31c5744ac126a1bddec65ea303d85ffdf50df9d3,UNCERTAIN,538/293 vs base,clean,MoonCaves,2026-08-25T20:57:44+08:00,"wip(rescue): committed by supervisor, worker died holding this",fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-sem-cancel,fix/sem-cancel,ae275d32078a77d71f5054a5b70cd0d4adc0c66b,UNCERTAIN,538/247 vs base,clean,MoonCaves,2026-08-25T21:41:26+08:00,test(semantic): replace flaky httptest server with deterministic context-observing test double,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-sem-leak,fix/sem-leak,2cc7ad1212cafb3d88c2c6b13eba3c3b0e22c081,UNCERTAIN,538/210 vs base,clean,MoonCaves,2026-08-25T18:23:54+08:00,fix(semantic): prevent worker goroutine leaks on DB upsert failure,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-session-lookup-one-store,feat/session-lookup-one-store,5ffc73dfdc42c6d20efab57490a71ad2a62591a1,UNCERTAIN,538/13 vs base,clean,MoonCaves,2026-08-05T23:20:13+08:00,cli: export tags from the store the read path resolves to,feat,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-steer,feat/archive-remote-steer,817ae66d030ed483eb69900116cc36fab3b6e77a,UNCERTAIN,541/0 vs base,clean,MoonCaves,2026-07-20T22:08:53+08:00,docs: archive init --help steers you to a remote (private/mesh vs cloud; second-machine + --name),feat,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,817ae66d030ed483eb69900116cc36fab3b6e77a,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-storage,invest/storage,9fa6fdcb4506c0d6016d79b09d2d72cc626ef9ee,origin/main,158/1,clean,MoonCaves,2026-08-25T23:43:44+08:00,docs: add storage investigation findings,invest,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,60ad4584a24c71734cc5b19152475385a65edeec,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-subagent-banner,fix/subagent-banner,c3870515f19197f97c54163c79430dc220224ea0,UNCERTAIN,538/214 vs base,clean,MoonCaves,2026-08-25T18:22:43+08:00,render: attribute background subagents to parent in session banner,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
detached-worktree,/Users/jay-m4/code/rawclaw-wt-supervisor2,(detached),28b62fd93ce4a770ff8f58de46fb50b8b5e493ee,UNCERTAIN,UNCERTAIN,clean,MoonCaves,2026-08-26T03:25:24+08:00,archive: stamp tag-ingest unconditionally again (round-2 catch),UNCERTAIN,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,28b62fd93ce4a770ff8f58de46fb50b8b5e493ee,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-tag-prep-refresh,fix/tag-prep-registry-refresh,465b15bd1b87140460b1a700824a0bd1d5fda5d6,origin/fix/tag-prep-registry-refresh,79/79,clean,MoonCaves,2026-08-21T16:27:16+08:00,fix(tag-prep): refresh sessions through source registry,fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-taildedup,refactor/tail-parser-dedup,5499bcb42c3f0da9f1ae6c44973eec55ee0023cd,UNCERTAIN,194/0 vs base,clean,MoonCaves,2026-08-26T01:45:54+08:00,refactor(index): delegate tail parsing to exported adapter helpers (rescue commit),refactor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,5499bcb42c3f0da9f1ae6c44973eec55ee0023cd,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-testdedup,refactor/test-dedup,4828615cc2ada03bd070da30c3e5d2e460a6429c,UNCERTAIN,192/0 vs base,clean,MoonCaves,2026-08-26T01:15:42+08:00,test(index): streamline tail_edge_test.go using shared fixtures,refactor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,4828615cc2ada03bd070da30c3e5d2e460a6429c,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-ticket121,work/ticket121,c985619d48cd24276288d281718f8fca809258fe,UNCERTAIN,538/223 vs base,clean,MoonCaves,2026-08-25T18:38:48+08:00,docs(notes): rewrite ticket-121 math floor specification for queueless architecture,work,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-tombstone,fix/tombstone,be2929dc4690cd19b4a0c709c2d9fa9a787c2679,UNCERTAIN,538/119 vs base,clean,MoonCaves,2026-08-25T15:22:51+08:00,fix(index): prune tombstones unconditionally during consolidation,fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-topics-honest,fix/topics-honest,6135dd93eccb64e236ca8a427471568be90b177d,UNCERTAIN,538/210 vs base,dirty,MoonCaves,2026-08-25T18:18:58+08:00,store: propagate query errors in SessionHasRealSegments,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-topics-inv,fix/topics-inv,5fc11f36f62340cf9c07e41a091a81509990705f,UNCERTAIN,538/245 vs base,dirty,MoonCaves,2026-08-25T18:42:32+08:00,Merge branch 'work/docsync',fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-triage,feat/triage-archive-tags,0043e6c04e5dbd54ed2be542b80d45ea52cdacdc,UNCERTAIN,552/13 vs base,clean,MoonCaves,2026-07-20T16:55:23+08:00,scrub infra hostnames from test fixtures (neutral placeholders),feat,absent,CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,9930369ab7e569d44b45aae36fd7f90d2d401522,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-trigram-index,feat/trigram-index,54dcb26a726d53c8fe5bb229adff13797ac905e5,UNCERTAIN,538/15 vs base,clean,MoonCaves,2026-08-05T23:47:40+08:00,"cli: give consolidate a watchdog floor, as upgrade already has",feat,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-unspec,audit/unspecified-lane,a3df233a2a91b3f379c0a6f0df30274904285878,UNCERTAIN,194/0 vs base,clean,MoonCaves,2026-08-26T01:18:29+08:00,docs: unspecified lane audit findings for blitz ada503f..HEAD,audit,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,a3df233a2a91b3f379c0a6f0df30274904285878,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-vault-atomic,fix/vault-atomic,542cb6d3f950193a8bc90e18361d576dbf1a9f90,UNCERTAIN,538/210 vs base,clean,MoonCaves,2026-08-25T18:23:03+08:00,fix(index): execute restoreSession within a single atomic transaction,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-vector-gaps,fix/vector-gaps,85e378b5d80e5714d0e4cfac8b4aa37463107521,UNCERTAIN,538/118 vs base,clean,MoonCaves,2026-08-25T15:30:22+08:00,"agentproto, semantic, store: report semantic tier vector coverage and gap warnings",fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-wal-test,fix/real-wal-test,92c33ef6584eb5d60176b2fddb96bf24bde52098,UNCERTAIN,538/118 vs base,clean,MoonCaves,2026-08-25T14:57:32+08:00,test(index): replace fabricated WAL byte file with genuine SQLite WAL test (#207),fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-watch-filter,fix/watch-filter,50b094050fa7ad4a9781f765a73cfc9a0f7685fe,UNCERTAIN,538/293 vs base,clean,MoonCaves,2026-08-25T21:04:38+08:00,"wip(rescue): committed by supervisor, worker could not commit",fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt/cbench,aux/concurrency-bench,909c19ddc8741cbdb54acc75673d3ae8427f13be,origin/aux/concurrency-bench,280/280,clean,MoonCaves,2026-08-25T21:02:23+08:00,bench: add concurrent search harness,aux,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt/embed,fix/embed-context,00034511300f9316f89db5660df2f05ba9f5e149,origin/fix/embed-context,296/296,clean,MoonCaves,2026-08-25T21:09:22+08:00,test(embed): verify cancellation through embedding ports,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt/taginc,feat/tag-incremental,50b8700d276793932c5bef2eebeb971f51c15c01,origin/feat/tag-incremental,0/0,clean,MoonCaves,2026-08-25T23:26:16+08:00,feat(tag): implement chunked incremental topic tagging,feat,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,50b8700d276793932c5bef2eebeb971f51c15c01,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt/tagslim,refactor/tag-insert-only,e67f617158cacc0e2ff849ac1d0f6aebbb7875c5,origin/refactor/tag-insert-only,1/127,clean,MoonCaves,2026-08-26T03:44:51+08:00,style(tag): range over int per the modernize ratchet,refactor,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,e67f617158cacc0e2ff849ac1d0f6aebbb7875c5,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw/.claude/worktrees/cc-supervisor-22-19,scrub/provenance-notes,3877f7cf80351adfe9bd5e5914061714667315f0,origin/scrub/provenance-notes,0/0,clean,MoonCaves,2026-08-26T04:28:37+08:00,docs(notes): remove the provenance forensic scratchpad from the public tree,scrub,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,3877f7cf80351adfe9bd5e5914061714667315f0,ancestor
branch-only,UNCERTAIN,_wt_luna_25,dddfdc978190ac4a1c428b712f5d0e6f9e6d3b61,UNCERTAIN,44/0 vs base,not-attached,Jay,2026-08-26T14:25:47+08:00,fix: guard tag session resolution with catalog,UNCERTAIN,absent/UNCERTAIN,none-observed,dddfdc978190ac4a1c428b712f5d0e6f9e6d3b61,ancestor
branch-only,UNCERTAIN,_wt_luna_26,73a242dfd40a97951f74487d2f9fc03eb155ecdc,UNCERTAIN,45/0 vs base,not-attached,Jay,2026-08-26T14:26:43+08:00,perf(index): skip missing tombstones before pruning,UNCERTAIN,absent/UNCERTAIN,none-observed,73a242dfd40a97951f74487d2f9fc03eb155ecdc,ancestor
branch-only,UNCERTAIN,_wt_luna_27,c19597fe2c5968a9f6da3e937432d24e21779dc1,UNCERTAIN,45/0 vs base,not-attached,Jay,2026-08-26T14:29:02+08:00,feat: add session prewarm command,UNCERTAIN,absent/UNCERTAIN,none-observed,c19597fe2c5968a9f6da3e937432d24e21779dc1,ancestor
branch-only,UNCERTAIN,_wt_luna_28,d97a4806bd2419ab266e712cb13cc6864284eddc,UNCERTAIN,38/0 vs base,not-attached,Jay,2026-08-26T14:41:58+08:00,feat: prewarm sessions from Stop hooks,UNCERTAIN,absent/UNCERTAIN,none-observed,d97a4806bd2419ab266e712cb13cc6864284eddc,ancestor
branch-only,UNCERTAIN,_wt_luna_29,083704f2059a6c3cd7d6e6893917b4dccaa9cb0e,UNCERTAIN,38/0 vs base,not-attached,Jay,2026-08-26T14:50:57+08:00,feat: prewarm Antigravity stop hook,UNCERTAIN,absent/UNCERTAIN,none-observed,083704f2059a6c3cd7d6e6893917b4dccaa9cb0e,ancestor
branch-only,UNCERTAIN,_wt_luna_30,25d830b4fa2c70369b90a8944c60f4aa74dfb877,UNCERTAIN,37/0 vs base,not-attached,Jay,2026-08-26T14:44:45+08:00,"fix: clean up banner grammar from #30's insertion, sync test",UNCERTAIN,absent/UNCERTAIN,none-observed,25d830b4fa2c70369b90a8944c60f4aa74dfb877,ancestor
branch-only,UNCERTAIN,aux/luna-review,93bc76f225327bac07be9de4f25da185feeb3bf3,UNCERTAIN,538/262 vs base,not-attached,MoonCaves,2026-08-25T19:30:38+08:00,review backfill and incremental ingest,aux,absent/UNCERTAIN,none-observed,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
branch-only,UNCERTAIN,conor/ambiguity-contract,782dec61718d1da45eede42f1df5f5ea6c62ac32,origin/conor/ambiguity-contract,0/0,not-attached,MoonCaves,2026-08-26T17:41:54+08:00,test: assert mixed-source session ambiguity,conor,absent/UNCERTAIN,none-observed,d93f795547bc2bccd9c7bfaee83ff05d867b86ff,diverged
branch-only,UNCERTAIN,conor/bench-demolition,aece813d81362be3a19801b544eab2ff82b697a1,origin/conor/bench-demolition,0/0,not-attached,MoonCaves,2026-08-26T17:40:35+08:00,bench: record demolition receipts and rival history,conor,absent/UNCERTAIN,none-observed,8824e256066518a685e685aa70eb2ed59019dfc8,diverged
branch-only,UNCERTAIN,conor/raid-norm-catalog,48c88da2f6a873056e8f53abd610ab784144d584,origin/conor/raid-norm-catalog,0/0,not-attached,MoonCaves,2026-08-26T17:59:09+08:00,docs: record catalog filter delta,conor,absent/UNCERTAIN,none-observed,0d60b4c81a3fbdb29e63d3a55869214d2686cdeb,diverged
branch-only,UNCERTAIN,conor/raid-ozzy-containers,fe86d7477f1d13672c3f47d123e3dd96e91b5e2b,origin/conor/raid-ozzy-containers,0/0,not-attached,MoonCaves,2026-08-26T17:50:51+08:00,review: audit refresh cleanup fence,conor,absent/UNCERTAIN,none-observed,0d60b4c81a3fbdb29e63d3a55869214d2686cdeb,diverged
branch-only,UNCERTAIN,conor/store-demolition,6e9bf89484162c309f57e95bf43e20c5f74506e2,origin/conor/store-demolition,0/0,not-attached,MoonCaves,2026-08-26T17:38:59+08:00,refactor(store): share session count queries,conor,absent/UNCERTAIN,none-observed,8824e256066518a685e685aa70eb2ed59019dfc8,diverged
branch-only,UNCERTAIN,feat/retention-codexorphan,b8e3dd03ab9ff3577b0f310087e42cf56bcc41ad,UNCERTAIN,644/13 vs base,not-attached,MoonCaves,2026-07-18T14:31:44+08:00,fix(scopes): union orphaned Codex index dbs into Codex() scopes (D8 story 8),feat,absent/UNCERTAIN,none-observed,a61e247a86ff93514ddf7955d901a59fa3590cb5,diverged
branch-only,UNCERTAIN,fix/cli-test-hang,6a014dc629f8f4489ad8ea30cfe342f1610cb42f,origin/fix/cli-test-hang,279/279,not-attached,MoonCaves,2026-08-25T20:07:01+08:00,fix(cli): reap background ingest test children (#13),fix,absent/UNCERTAIN,none-observed,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
branch-only,UNCERTAIN,integrate/slim-wave,16e799372c64a121af87f55325d47b0d1c4bf832,UNCERTAIN,181/0 vs base,not-attached,MoonCaves,2026-08-26T02:02:47+08:00,"style: satisfy the modernize ratchet in tonight's new test code (SplitSeq, strings.Join)",integrate,absent/UNCERTAIN,none-observed,16e799372c64a121af87f55325d47b0d1c4bf832,ancestor
branch-only,UNCERTAIN,luna-28-import,d97a4806bd2419ab266e712cb13cc6864284eddc,UNCERTAIN,38/0 vs base,not-attached,Jay,2026-08-26T14:41:58+08:00,feat: prewarm sessions from Stop hooks,UNCERTAIN,absent/UNCERTAIN,none-observed,d97a4806bd2419ab266e712cb13cc6864284eddc,ancestor
branch-only,UNCERTAIN,luna-29-import,083704f2059a6c3cd7d6e6893917b4dccaa9cb0e,UNCERTAIN,38/0 vs base,not-attached,Jay,2026-08-26T14:50:57+08:00,feat: prewarm Antigravity stop hook,UNCERTAIN,absent/UNCERTAIN,none-observed,083704f2059a6c3cd7d6e6893917b4dccaa9cb0e,ancestor
branch-only,UNCERTAIN,luna-30-import,25d830b4fa2c70369b90a8944c60f4aa74dfb877,UNCERTAIN,37/0 vs base,not-attached,Jay,2026-08-26T14:44:45+08:00,"fix: clean up banner grammar from #30's insertion, sync test",UNCERTAIN,absent/UNCERTAIN,none-observed,25d830b4fa2c70369b90a8944c60f4aa74dfb877,ancestor
branch-only,UNCERTAIN,luna-33-fix,b5b8c945232130265c0b6d3a3f61a6a94bcfbbe2,UNCERTAIN,46/1 vs base,not-attached,Jay,2026-08-26T15:21:46+08:00,perf(index): force covering indexes for consolidate counts,UNCERTAIN,absent/UNCERTAIN,none-observed,86c5ce06b789e9e287154ba25acc699d04ff2c7b,diverged
branch-only,UNCERTAIN,luna-34-fix,3866dcdc2aff25b5c12165975de463219bf9ddf5,UNCERTAIN,46/1 vs base,not-attached,Jay,2026-08-26T15:19:02+08:00,docs: correct tombstone pruning cost contract,UNCERTAIN,absent/UNCERTAIN,none-observed,86c5ce06b789e9e287154ba25acc699d04ff2c7b,diverged
branch-only,UNCERTAIN,luna/conor-31-log-tests-20260826,d5d036b9dd94c59a9ee3da2da8fb8d1039cb671d,UNCERTAIN,23/2 vs base,not-attached,Jay,2026-08-26T16:35:06+08:00,test(index): keep failed fence timing proof,luna,absent/UNCERTAIN,none-observed,c14e806837e595a32efedb844f56e0e0f9e6dd5c,diverged
branch-only,UNCERTAIN,ozzy/red-narrow-ordering-20260827,37294537fba063298811a5a7f6db8997ff0e6fc4,origin/ozzy/red-narrow-ordering-20260827,1/2,not-attached,MoonCaves,2026-08-27T04:02:10+08:00,test: expose hard-link self-source alias,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
branch-only,UNCERTAIN,ozzy/red-narrow-ordering-clean-20260827,d7f4532f00ac5ee5f293437d6ff7c9c2e5edd40c,UNCERTAIN,0/10 vs base,not-attached,MoonCaves,2026-08-27T04:01:54+08:00,test: prove detached publication ordering gap,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
branch-only,UNCERTAIN,ozzy/red-narrow-selfalias-20260827,37294537fba063298811a5a7f6db8997ff0e6fc4,UNCERTAIN,0/11 vs base,not-attached,MoonCaves,2026-08-27T04:02:10+08:00,test: expose hard-link self-source alias,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
branch-only,UNCERTAIN,ozzy/speed-proof-20260827,8a62bf510197a59b509de6f73ae2c3d995c9172d,UNCERTAIN,0/3 vs base,not-attached,MoonCaves,2026-08-27T03:48:21+08:00,review: correct overlay collision finding,ozzy,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
branch-only,UNCERTAIN,supervisor/librarian,18ee4aa90874b1e5ef328a1cccc36b9d121c6dc1,UNCERTAIN,208/0 vs base,not-attached,MoonCaves,2026-08-25T21:50:20+08:00,Merge branch 'test/incremental-edges',supervisor,absent/UNCERTAIN,none-observed,18ee4aa90874b1e5ef328a1cccc36b9d121c6dc1,ancestor
branch-only,UNCERTAIN,tmp/integration-dryrun,6c82f815e41c9ea7db5ccd6f5cb1f71ac7b14ded,UNCERTAIN,538/30 vs base,not-attached,MoonCaves,2026-08-07T05:33:32+08:00,Merge remote-tracking branch 'origin/feat/trigram-index' into tmp/integration-dryrun,tmp,absent/UNCERTAIN,none-observed,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
branch-only,UNCERTAIN,work/supervisor2-20260826,43cb92fd39ac41c7365bf75badc500052b2c6a83,UNCERTAIN,195/0 vs base,not-attached,MoonCaves,2026-08-26T00:13:49+08:00,Merge branch 'rename/only-copy-since',work,absent/UNCERTAIN,none-observed,43cb92fd39ac41c7365bf75badc500052b2c6a83,ancestor
branch-only,UNCERTAIN,worker/furiosa-nil-scope-attack,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,not-attached,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
branch-only,UNCERTAIN,worker/furiosa-terminal-receipt-20260827,987c6a31186bb15615175c5198389aa0d31846f6,UNCERTAIN,0/1 vs base,not-attached,MoonCaves,2026-08-27T05:00:32+08:00,test: record detached publication receipt gap,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
branch-only,UNCERTAIN,worker/luna-adopt-sidecar-pr40-20260827,0152683917b6bedc05ab550f55e06013ef49781b,UNCERTAIN,0/48 vs base,not-attached,MoonCaves,2026-08-27T12:25:45+08:00,fix(index): prune orphan sidecars without source tables,worker,absent/UNCERTAIN,none-observed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
branch-only,UNCERTAIN,worktree-cc-supervisor-22-19,9e84d92bd11f38505abf71bf530046f6f40748a3,origin/worktree-cc-supervisor-22-19,0/0,not-attached,MoonCaves,2026-08-26T01:56:45+08:00,consolidate: a user delete takes the tagging sidecars too,UNCERTAIN,absent/UNCERTAIN,none-observed,9e84d92bd11f38505abf71bf530046f6f40748a3,ancestor
origin-ref,UNCERTAIN,conor/ambiguity-contract,782dec61718d1da45eede42f1df5f5ea6c62ac32,origin/conor/ambiguity-contract,n/a (remote ref),not-attached,MoonCaves,2026-08-26T17:41:54+08:00,test: assert mixed-source session ambiguity,conor,absent/UNCERTAIN,none-observed,d93f795547bc2bccd9c7bfaee83ff05d867b86ff,diverged
origin-ref,UNCERTAIN,conor/bench-demolition,aece813d81362be3a19801b544eab2ff82b697a1,origin/conor/bench-demolition,n/a (remote ref),not-attached,MoonCaves,2026-08-26T17:40:35+08:00,bench: record demolition receipts and rival history,conor,absent/UNCERTAIN,none-observed,8824e256066518a685e685aa70eb2ed59019dfc8,diverged
origin-ref,UNCERTAIN,conor/claim-spy-20260826T102938Z-4091,9a55317a35bfa7db21809830c04981f132cef9c4,origin/conor/claim-spy-20260826T102938Z-4091,n/a (remote ref),not-attached,MoonCaves,2026-08-26T18:35:45+08:00,docs: claim-spy audit findings for wire window 20260826T102938Z-4091,conor,absent/UNCERTAIN,none-observed,5b9756b2200ff6bd670f07407407d84d9f42d84b,diverged
origin-ref,UNCERTAIN,conor/claim-spy-20260826T105439Z-447e,35bc58f61adba1b215b664ebbdb04a664af9de54,origin/conor/claim-spy-20260826T105439Z-447e,n/a (remote ref),not-attached,MoonCaves,2026-08-26T19:02:46+08:00,docs: claim-spy audit findings for wire window 20260826T105439Z-447e,conor,absent/UNCERTAIN,none-observed,5b9756b2200ff6bd670f07407407d84d9f42d84b,diverged
